,Image_id,Text,label_list,object_list
121,02165.png,"the difference between moderate muslim
and radical muslim
follow my allah or i kill you!
follow my allahor he kill
","['Facial hair', 'Beard', 'Outerwear', 'Photography', 'Photo caption', 'Smile']","['Person', 'Person', 'Hat', 'Hat', 'Hat']"
122,02168.png,"how many fucking
accounts
do you assholes have?
","['Photo caption', 'Forehead', 'Text', 'Chin', 'Cheek', 'Internet meme', 'Human', 'Photography', 'Jaw', 'Font']","['Person', 'Clothing']"
123,02169.png,"to see better,
asians sometimes switch to fullscreen view
","['Forehead', 'Head', 'Nose', 'Ear', 'Gesture', 'Chin', 'Cheek', 'Organ', 'Jaw', 'Arm']","['Person', 'Top']"
124,02185.png,"weeeeeee! back over the border you go!
","['Sportswear', 'Clothing', 'Spandex', 'Cycling shorts', 'Tights', 'Personal protective equipment', 'Pink', 'Wetsuit', 'Grass', 'Active pants']",['Pants']
125,02194.png,"when you're a good farmer
who raises healthy animals
","['Python family', 'Python', 'Adaptation', 'Indian cobra', 'Photo caption', 'Rock python', 'Boa constrictor', 'Tree', 'Boa', 'Humour']","['Person', 'Jeans', 'Person', 'Person', 'Hat', 'Animal', 'Luggage & bags', 'Pants', 'Luggage & bags', 'Person']"
126,02315.png,"don't forget me!!!!
i'm an asshole to!
","['Forehead', 'Photo caption', 'Internet meme', 'Chin', 'Media', 'News', 'Spokesperson', 'Event', 'Photography', 'Businessperson']","['Tie', 'Person']"
127,02316.png,"they can kill the messenger
but they can't kill the message
","['Text', 'Font', 'Photo caption', 'Photography', 'Animation', 'Media', 'T-shirt', 'Internet meme', 'Humour']","['Person', 'Jeans', 'Top']"
128,02317.png,"white trash
go to hell trump
BR
fuck donald
STEL M
trump
","['Poster', 'Photo caption', 'Internet meme', 'Fictional character', 'Games']","['Pants', 'Person', 'Outerwear']"
129,02351.png,"when karen helps u
camouflage the crackhouse
AUTISTIC
CHILD
AREA
","['Signage', 'Sign', 'Text', 'Street sign', 'Road', 'Traffic sign']",['Traffic sign']
130,02356.png,"ifi was arrested what do
u think i got arrested 4?
","['Helmet', 'Community', 'Youth', 'Photo caption', 'Personal protective equipment', 'Headgear', 'Team', 'Recreation', 'Photography', 'Vehicle']","['Person', 'Person', 'Person', 'Bicycle helmet', 'Helmet', 'Helmet', 'Person', 'Glasses', 'Helmet', 'Glasses']"
131,02358.png,"diary
of a
wimpy kid
hard luck
anne frank is one wimpy kid
","['Eyebrow', 'Forehead', 'Nose', 'Photo caption', 'Smile', 'Internet meme', 'Headgear', 'Photography', 'Happy', 'Media']","['Person', 'Clothing']"
132,02364.png,"a jewish shop owner, wears a kippah or yarmulke
اعدام در انتطار د بکنالود
whilst in his shop in tehran
","['Text', 'Organism', 'Font', 'Photo caption', 'World', 'Art']","['Person', 'Glasses', 'Packaged goods', 'Clock']"
133,02365.png,"quick, which one is a bb gun?
oops, toò late.you're dead
","['Movie', 'Photo caption', 'Photography', 'Font']","['Sunglasses', 'Person', 'Person']"
134,02367.png,"dodge owners be like
Jetfersen
RAC
don't take a picture
","['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'Pickup truck', 'Transport', 'Truck', 'Ram', 'Automotive design', 'Automotive tire']","['Person', 'Wheel', 'Wheel', 'Person', 'Person', 'Tire', 'Pants', 'Animal', 'Jacket', 'Car']"
135,02371.png,"why do all the mexican foos who work
at t-mobile look like this Imao00
","['Photo caption', 'Event', 'Adaptation', 'Photography', 'Businessperson', 'Gesture', 'Conversation', 'Media']","['Watch', 'Person', 'Person', 'Bracelet', 'Bracelet', 'Clothing', 'Person', 'Watch']"
136,02374.png,"i don't always fuck midgets
but when i do, i go balls deep
","['Photo caption', 'Font', 'Photography']","['Tie', 'Person', 'Clothing', 'Furniture']"
137,02381.png,"got braces
friend told me ""you're
so black, even your
teeth are behind bars""
","['Facial expression', 'Forehead', 'Photo caption', 'Text', 'Internet meme', 'Hairstyle', 'Child', 'Cheek', 'Adaptation', 'Human']","['Person', 'Clothing']"
138,02384.png,"caitlin jenner
showing off her new whip
eONACO
","['Land vehicle', 'Vehicle', 'Car', 'Supercar', 'Motor vehicle', 'Coupé', 'Sports car', 'Automotive design', 'Performance car', 'Porsche']","['Wheel', 'Tire', 'Top', 'Person', 'Pants', 'Person', 'Car', 'Person', 'Person']"
139,02385.png,"every life is precious
","['Mode of transport', 'Transport', 'Vehicle', 'Adaptation', 'Motorcycling', 'Working animal', 'Horse']","['Wheel', 'Person', 'Helmet', 'Tire', 'Hat', 'Person', 'Person', 'Person', 'Wheel', 'Person']"
140,02389.png,"democrat jan schakowsky defends
ilhan omar: 'she comes from a
different culture'
ENIT
where they want to kill
all the jews
","['Font', 'Photo caption', 'Photography', 'Job']","['Person', 'Pants', 'Person', 'Person', 'Outerwear', 'Outerwear', 'Pants', 'Outerwear', 'Pants', 'Scarf']"
141,02413.png,"women ask for equal rights,
and this is why
","['Face', 'Hair', 'Eyebrow', 'Nose', 'Chin', 'Hairstyle', 'Cheek', 'Forehead', 'Skin', 'Lip']",['Person']
142,02416.png,"how do you piss off a female
archeologist?
give her a used tampon and ask
her what period it comes from.
","['Photo caption', 'Adaptation', 'Photography']","['Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Animal', 'Luggage & bags', 'Top']"
143,02431.png,"subway is
similar to prostitution
you pay someone else
to do your wife's job
","['Poster', 'Movie', 'woodworking', 'Photo caption']","['Person', 'Dress', 'Person', 'Top', 'Grooming trimmer', 'Packaged goods', 'Houseplant', 'Glasses', 'Top']"
144,02435.png,"when you type fidget spinner
but it autocorrects to midget spinner.
","['Public space', 'Playground', 'Play', 'Fun', 'Recreation', 'City', 'Asphalt']","['Person', 'Person', 'Hat', 'Jeans', 'Outerwear']"
145,02439.png,"superman's flying class was popular,
but no one ever passed
","['Motor vehicle', 'Vehicle', 'Vehicle door', 'Mode of transport', 'Transport', 'Car', 'Passenger', 'Public transport', 'Car seat', 'Family car']","['Shoe', 'Person', 'Shoe', 'Outerwear', 'Pants', 'Luggage & bags', 'Luggage & bags', 'Top']"
146,02456.png,"people are loosing their minds over
terrorism and'isis in america.
and véterans are all like. ""wake me
up when i can go fuck shit up and
not go to iail for it""
","['Gun', 'Shooting', 'Shooting sport', 'Recreation', 'Soldier', 'Photo caption', 'Practical shooting', 'Airsoft gun', 'Sport venue', 'Trigger']","['Person', 'Helmet']"
147,02457.png,"i hate when i see a black out in my neighborhood
but i still offer my neighbors a candle
","['Finger', 'Hand', 'Gesture', 'Photo caption', 'Thumb']","['Person', 'Person', 'Person', 'Glasses']"
148,02459.png,"my dishwasher is
acting strange,
can anybody help?
","['Photo caption', 'Washing']","['Person', 'Top', 'Packaged goods']"
149,02461.png,"whenever you feel stupid,
AMERICAN
CONSERDATIVE
NON
TIVE
CPAC
2019
AGGING
INOE
019
GEON FORGE
Liberty
remember this
HealthShan
285U
","['Speech', 'Talent show', 'Photo caption', 'Event', 'Orator', 'Spokesperson', 'Public speaking', 'Media', 'Banner', 'Veterans day']","['Person', 'Tie', 'Flag']"
150,02467.png,"how much did the
holo čosť
","['Text', 'Poster', 'Photo caption', 'Font', 'Advertising', 'Electric blue', 'Fictional character']","['Person', 'Top']"
151,02471.png,"when you walk into the welfare office
hello monkeys
","['Primate', 'Human', 'Photo caption', 'Common chimpanzee', 'Adaptation', 'Sitting', 'Humour', 'Orangutan', 'Fictional character']","['Dress', 'Animal', 'Person', 'Chair', 'Chair', 'Chair', 'Chair', 'Chair']"
152,02475.png,"therapy dogs are now being trained
to console rape victims of muslims
Pet Me
","['Mammal', 'Dog', 'Canidae', 'Dog breed', 'Photo caption', 'Companion dog', 'Carnivore', 'Poodle', 'Labradoodle', 'Fur']","['Dog', 'Person', 'Person', 'Person', 'Person', 'Person', 'Footwear', 'Footwear']"
153,02476.png,"im never doing
a garden again!
","['Adaptation', 'Tree', 'Plant', 'Organism', 'Soil', 'Grass', 'Font', 'Gardener', 'Photography', 'Plantation']","['Person', 'Pants', 'Clothing']"
154,02478.png,"must.resist.urge to.
kill whitey.
","['Photo caption', 'Event', 'Gesture', 'Businessperson', 'Official', 'News', 'Suit', 'Business']","['Tie', 'Person', 'Person', 'Outerwear', 'Suit']"
155,02481.png,"greetings tranny
|time to die
","['Dog', 'Mammal', 'Canidae', 'Photo caption', 'Dog breed', 'Carnivore', 'Shiba inu', 'Snout', 'Non-Sporting Group', 'Akita']",['Dog']
156,02483.png,"group of people rescued from
medditaranian sea by
italian coast guard
","['Water transportation', 'Naval architecture', 'Transport', 'Mode of transport', 'Vehicle', 'Freight transport', 'Ship', 'Panamax', 'Adaptation', 'Container ship']",['Boat']
157,02485.png,"real friendship is sending thema link to
something terrible so you can both be
traumatised at the same time
SUP
Nov
TV
NOW
i torture all my friends. it's how i show love.
","['Face', 'Hair', 'Chin', 'Forehead', 'Nose', 'Facial hair', 'Head', 'Eyebrow', 'Cheek', 'Moustache']","['Clothing', 'Person']"
158,02497.png,"you're a wizard motherfucker
SA
KANGAL
フ
","['Headgear', 'Smile', 'Photo caption', 'Jacket', 'Leather jacket', 'Leather']","['Hat', 'Person', 'Jacket']"
159,02514.png,"if they're in a relationship,
who makes the sandwiches?
","['Property', 'Interior design', 'Building', 'Room', 'Ceiling', 'Lighting', 'Furniture', 'Real estate', 'Architecture', 'Office']","['Cabinetry', 'Lighting', 'Luggage & bags', 'Cabinetry']"
160,02518.png,"when the dog bites you and
you bite back to assert dominance
","['Photo caption', 'Love', 'Text', 'Friendship', 'Happy', 'Human', 'Adaptation', 'Photography', 'Romance', 'Smile']","['Dog', 'Person']"
161,02519.png,"it's funny because he's fat!
","['Eyewear', 'Cool', 'Photography', 'Glasses', 'Street fashion', 'White-collar worker']","['Hat', 'Person', 'Outerwear', 'Sunglasses', 'Glasses', 'Belt', 'Hat']"
162,02536.png,"don'tdrink
and drive
","['Lawn', 'Grass', 'Vehicle', 'Tree', 'Photography', 'Yard', 'Plant', 'Car']",['Car']
163,02537.png,"arrest george soros
for crimes against
europe
","['Photo caption', 'Photography']","['Person', 'Person', 'Person', 'Tie', 'Person', 'Boat']"
164,02538.png,"when my girl pissed me off but she
runs through the roóm in her draws
me
my dick
","['Adaptation', 'Organism', 'Plant', 'Reptile', 'Anole', 'Bird', 'Beak']",['Bird']
165,02543.png,"catch me outside
how bout dat
i'll catch my damn
self outside
","['Hair', 'Face', 'Red', 'Eyebrow', 'Hair coloring', 'Hairstyle', 'Forehead', 'Chin', 'Lip', 'Beauty']","['Person', 'Person', 'Clothing', 'Clothing']"
166,02548.png,"oi
are you
looking at me?
","['Chameleon', 'Reptile', 'Adaptation', 'Iguania', 'Common chameleon', 'Organism', 'Lizard', 'Photo caption', 'Scaled reptile', 'Eye']","['Dragonfly', 'Lizard', 'Insect']"
167,02561.png,"we are coming to america
one way or another!
we will rape, pillage
riot & reap havoc
on your nation while
stealing your welfare
","['Photo caption', 'Veterans day', 'Flag Day (USA)', 'Banner', 'Independence day']","['Person', 'Clothing', 'Flag', 'Outerwear']"
168,02568.png,"whatsthe difference between
heroin and i? cops think
twice before shooting heroin
","['Text', 'Finger', 'Gesture', 'Thumb', 'Hand', 'Photo caption', 'Sign language', 'Font', 'Photography', 'Facial hair']","['Person', 'Clothing']"
169,02571.png,"former first lady during an interview
","['Suit', 'Event', 'Formal wear', 'Adaptation', 'White-collar worker', 'Style']","['Necklace', 'Person', 'Person', 'Person', 'Person', 'Outerwear', 'Dress', 'Tie']"
170,02576.png,"this is a snakes mouth it
all makes fucking sense noW
","['Reptile', 'Adaptation', 'Scaled reptile', 'Anole', 'Plant', 'Snake', ' Anole', 'Plant pathology', 'Flower']",['Animal']
171,02581.png,"mussie guy tried to rape me
he didn't make it to court
","['Clothing', 'Waist', 'Arm', 'Muscle', 'Photography', 'Fashion', 'Shoulder', 'Leg', 'Font', 'Abdomen']","['Shorts', 'Top', 'Person', 'Person']"
172,02584.png,"imagine being so
disugsting there
have to be laws
to try to stop
AITOrImal peonle
from hating you
","['Cartoon', 'Illustration', 'Art', 'Clip art', 'Moustache', 'Facial hair', 'Fictional character']","['Hat', 'Furniture']"
173,02594.png,"jamal!
im pregnant!!!
","['Bovine', 'Cow-goat family', 'Wildlife', 'Livestock', 'Photo caption', 'Photography', 'Organism', 'Working animal', 'Font', 'Landscape']","['Goat', 'Mobile phone']"
174,02613.png,"after group sex
mohammed is very tired
","['Photo caption', 'Fun', 'Leg', 'Room', 'Muscle', 'Photography', 'Furniture', 'Humour', 'Hip']","['Person', 'Couch', 'Top', 'Person', 'Shorts']"
175,02614.png,"black boyfriend
white boyfriend
","['People', 'Photo caption', 'Friendship', 'Photography', 'Love', 'Cool', 'Romance', 'Adaptation', 'Movie', 'Happy']","['Person', 'Person', 'Person', 'Top', 'Person', 'Clothing', 'Person', 'Clothing', 'Person', 'Jeans']"
176,02631.png,"when your grandma sees you for
the first time in a whole week
he's so fucking big.
me#irl
","['Face', 'Facial expression', 'Skin', 'Photo caption', 'Mouth', 'Fun', 'Blond', 'Joint', 'Neck', 'Human']",[]
177,02634.png,"and just like that.
this sandwich maker doubles
as an ironing board
","['Grass', 'Text', 'Photo caption', 'Morning', 'Lawn', 'Font', 'Adaptation', 'Plant', 'Photography', 'Planking']","['Person', 'Dress']"
178,02647.png,"notice how the
kenyan skidmark
has been silent about
the mueller report?
","['Facial expression', 'People', 'Photo caption', 'Internet meme', 'Font', 'Photography', 'Media', 'Adaptation', 'Smile', 'Job']","['Tie', 'Person', 'Glasses', 'Person', 'Person', 'Glasses']"
179,02649.png,"and that was the lastnativity play
myson was invited to take part in
","['Child', 'Baby', 'Photograph', 'Product', 'Sleep', 'Skin', 'Toddler', 'Photo caption', 'Nap', 'Photography']","['Person', 'Person', 'Hat']"
180,02653.png,"england
where moslems can rape your children
and reporting it is a crime
","['Landmark', 'Winter', 'Snow', 'Sky', 'Freezing', 'City', 'Adaptation', 'Metropolitan area', 'World', 'Photography']",['Lighting']
181,02654.png,"when people are spreading rumors
but you're unbothered
","['Hair', 'Turquoise', 'Hairstyle', 'Long hair', 'Fashion', 'Dress', 'Brown hair', 'Fashion design', 'Outerwear', 'Formal wear']","['Necklace', 'Person', 'Scarf', 'Necklace']"
182,02657.png,"oh look someone's
returning a broken sandwich makerto walmart
","['Product', 'Net', 'Player', 'Photo caption', 'Sportswear']","['Person', 'Shoe', 'Shoe', 'Person', 'Dress', 'Person']"
183,02674.png,"asian drivers test,
went as expected
","['Vehicle', 'Car', 'Automotive design', 'Leg', 'Sitting', 'Mid-size car', 'Photography', 'Photo shoot', 'Dress', 'Family car']","['Wheel', 'Person', 'Shoe', 'Shoe', 'Outerwear', 'Hat', 'Footwear', 'Car', 'Dress']"
184,02687.png,"i hang a sock on my doorknob
so my roommate knows not to come in
because i'm busy fucking the other sock
","['Lock', 'Dead bolt', 'Door handle', 'Door', 'Wood', 'Latch', 'Hardware accessory', 'Brass', 'Metal']",['Door handle']
185,02691.png,"teaching them how to hunt young
","['Forehead', 'Moustache', 'Human', 'Facial hair', 'Cool', 'Adaptation', 'Photography', 'Beard', 'Photo caption', 'Smile']","['Person', 'Top', 'Top']"
186,02716.png,"felt cute might
pray later, idk
","['Text', 'Photo caption', 'Font', 'Human', 'Photography', 'Human body', 'Hand', 'Gesture', 'Sign language', 'Performance']","['Person', 'Hat', 'Clothing']"
187,02718.png,"my kid threatened to hold-his breath
until i gave him dessert. he's now passed
out on the kitchen floor
i don't negotiate with terrorists
","['Text', 'Photo caption', 'Photography', 'Planking']","['Person', 'Overall', 'Jeans']"
188,02719.png,"your black neighbor
after you called the cops
","['Facial expression', 'Common chimpanzee', 'Terrestrial animal', 'Snout', 'Photo caption', 'Adaptation', 'Organism', 'Friendship', 'Mouth', 'Primate']",['Animal']
189,02735.png,"when each letter
is a mental disorder
Y
EIT
","['Text', 'Font', 'Line', 'Games']",[]
190,02751.png,"just admit it
white america was better
","['Winter', 'Text', 'Natural landscape', 'Freezing', 'Water', 'Font', 'Photo caption', 'Adaptation', 'Snow', 'Photography']",['Hat']
191,02761.png,"im sorry
i didn't mean to hurt your
feelings
","['Face', 'Nose', 'Chin', 'Facial expression', 'Head', 'Skin', 'Cheek', 'Neck', 'Mouth', 'Forehead']","['Glasses', 'Person', 'Top']"
192,02763.png,"immigrants
illegal aliens
","['People', 'Crowd', 'Human', 'Event', 'Poster', 'Rebellion', 'Photography', 'Photo caption']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person', 'Person']"
193,02764.png,"closing time
!!
one last call for green cards
TARS
BUSH
GUILTY
Cy and County ol tan Francon
Departen ef Public He
Medical Cannabis Velurtary
dentitestion Card Pregram
PATIENT
ATES
HT
you dont have to go home
but you cant stay here
","['Job', 'Media', 'Font', 'Photo caption', 'Photography', 'White-collar worker']","['Tie', 'Person', 'Person', 'Packaged goods', 'Glasses', 'Person', 'Person']"
194,02768.png,"when you look in your neighbor's yard
and see an illegal immigrant
mowing their lawn
","['Lawn', 'Photo caption', 'Grass', 'Photography', 'Yard', 'Happy', 'Furniture', 'Plant', 'Sitting', 'Leisure']","['Person', 'Plant', 'Outerwear', 'Footwear', 'Window', 'Pants']"
195,02769.png,"think we just discovered
""cop crack
bacon wrapped
donuts
mother of god
","['Doughnut', 'Food', 'Font', 'Pink', 'Pastry', 'Ciambella', 'Baked goods', 'Cuisine', 'Dish', 'Recipe']","['Hat', 'Person', 'Scarf', 'Hat']"
