,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
88,136,05172.png,0,islam is the religion of peace! if you don't agree i kill you!,"islam is the religion of
peace!
if you don't agree i kill you!
","['People', 'Friendship', 'Photo caption', 'Youth', 'Community', 'Child', 'Fun', 'Photography', 'Happy', 'Smile']","['Person', 'Person', 'Scarf', 'Top', 'Top', 'Shirt']",islam is a religion of peace if you do not agree i kill you,1,2
89,139,81673.png,0,when they don't get the memo that they lost the war,"when they don'tget the memo
that they lost the war
","['People', 'Protest', 'Event', 'Public event', 'Community', 'Photo caption', 'Demonstration', 'Crowd', 'Flag Day (USA)', 'Flag']","['Person', 'Person', 'Flag', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Flag', 'Person']",when they do n to get the memo that they lost the war,1,5
90,142,15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","we kill you on 9/11
and you elect 3 of us to congress, stupid infidels!
","['Facial hair', 'Beard', 'Moustache', 'Adaptation', 'Photo caption']","['Person', 'Hat']",we kill you in and you elects of u to congressed stupider infidels,1,2
91,143,41830.png,0,if he's marrying me then why's he fucking my mom,"f he's marrying me
then why's he fucking my mom
","['Face', 'Facial expression', 'Head', 'Nose', 'Mouth', 'Photo caption', 'Internet meme', 'Forehead', 'Jaw', 'Human']","['Person', 'Hat']",if he is marrying me then why is he fucking my mom,1,2
92,144,81069.png,0,when you bout to nut in your cousin and you hear the barn door open,"when you bout to nut in your cousin
and you hear the barn door open
","['Sprint', 'Athlete', 'Running', 'Sky', 'Athletics', 'Flip (acrobatic)', 'Sports', 'Recreation', 'Track and field athletics', 'Exercise']","['Shoe', 'Person', 'Shoe', 'Shorts', 'Shoe']",when you bout to nut with your cousin and you hear the barn door open,1,5
93,145,72584.png,0,9 months before i was born i went to a party with my dad and left with my mom,"9 months
before i was born
i went to a
party with my dad
and left with my mom.
","['Music artist', 'Talent show', 'Text', 'Photo caption', 'Font', 'Performance', 'Singing', 'Singer', 'Music', 'Media']","['Person', 'Microphone', 'Clothing']",month before i was born i went to a party with my dad and left with my mom,1,5
94,147,06873.png,1,just got a bootleg copy of muslim porn deep goat,"Justgota bootley copy of
muslim porn deep goat
","['Goats', 'Mammal', 'Goat', 'Cow-goat family', 'Pasture', 'Livestock', 'Photo caption', 'Adaptation', 'Farm', 'Snout']","['Goat', 'Animal', 'Goat']",just get a boot ley copy of muslim porn deep goat,1,2
95,148,08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"cute
kid
getting ready
to start
ner life
too bad shes already fkn' dead
raped and murdered by
an illegal immigrant
","['Guitar', 'String instrument', 'Guitarist', 'Musical instrument', 'Plucked string instruments', 'Guitar accessory', 'Musician', 'Font', 'String instrument accessory', 'Photo caption']","['Person', 'Guitar', 'Person']",cute kid getting ready to start her life too bad she is already fen dead raped and murdered by an illegal immigrant,0,1
96,149,06359.png,0,what women think they'll do when the economy collapses vs what they'll actually do,"what women think they'll do when the economy collapses vs
what they'llactually do
","['Beauty', 'Text', 'Photography', 'Technology', 'Photo caption', 'Advertising', 'Fashion accessory', 'Brand', 'Happy', 'Sitting']","['Laptop', 'Person', 'Coffee cup', 'Person', 'Person', 'Table top', 'Person', 'Saucer', 'Tableware', 'Tableware']",what women think they will do when the economy collapses is what they all actually do,1,1
97,152,08516.png,0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,"smirked at an adult
media coverage: 30 days
shot up a school media coverage: 2 days
","['Hair', 'Child', 'Facial expression', 'People', 'Nose', 'Product', 'Photo caption', 'Skin', 'Chin', 'Toddler']","['Person', 'Person', 'Top', 'Clothing']",smirked at an adult medium coverage day shooting up a schooled medium coverage day,1,5
98,154,76250.png,1,chillin with my chromies,"chillin with
my chromies
","['Product', 'Youth', 'Photo caption', 'Fun', 'Photography', 'Selfie', 'Gesture', 'Team', 'Photobombing', 'Cheering']","['Person', 'Person', 'Person', 'Glasses']",chill by to my chr homies,0,5
99,156,80269.png,1,this is really out of mein kampfert zone,"this is really out of mein kampfert zone
","['Crew', 'Team', 'Jacket']","['Person', 'Clothing', 'Clothing', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Clothing']",this is really out to me inking amp fer t zoned,1,5
100,157,05712.png,0,god will forgive you no matter what you've done sweet,"god will forgive you no matter what you've done
sweet
","['Angel', 'Wing', 'Text', 'Supernatural creature', 'Feather', 'Adaptation', 'Fictional character', 'Organism', 'Fun', 'Photo caption']","['Outerwear', 'Pants', 'Person']",god will forgive you no matter what you have done sweeter,0,5
101,158,72941.png,0,hey liberals & democrats have you forgotten,"hey liberals & democrats
havelyou forgotten
","['Explosion', 'Heat', 'World', 'Rock']",['Building'],hey liberal democrats havel you forgets,1,5
102,159,35219.png,1,they stole ma chickin i stole their life,"they stole ma chickin
i stole their life
","['Poster', 'Adaptation', 'Photography', 'Photo caption', 'Album cover']","['Person', 'Hat', 'Bracelet']",they steal mac hicks for i stole their life,1,3
103,165,37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss,"loyalty always
has a cost
some times
it pays off.
and some times
you takera loss
","['Friendship', 'Font', 'Photo caption', 'Human', 'Organism', 'Adaptation', 'Photography', 'Fence', 'Happy', 'Barbed wire']","['Person', 'Shoe']",loyalty always has a cost some time it pays off and some time you taker a loss,0,5
104,170,40567.png,0,anne frank writing in her diary,"anne frank writing in her diary
","['Adaptation', 'Happy']","['Person', 'Person', 'Table', 'Chair', 'Necklace', 'Clothing']",anne franks wrote in her diaries,0,5
105,171,38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","a german ss soldier punishing a small jewish boy by
sticking a sharpened spear in the boys anus, ausclhwitz
concentration camp, poland 1944. (colorized)
","['Clothing', 'Briefs', 'Product', 'Waist', 'Skin', 'Thigh', 'Leg', 'Shorts', 'Human leg', 'Underpants']","['Swimwear', 'Person', 'Swimwear', 'Person', 'Shorts']",the german a soldier punishes a small jewish boy by sticking a sharpened spear in the boy an u a u clhwitz concentration camp poland colo i zed,1,3
106,172,04823.png,0,definitely a new cultural era!,"Imaan LGBTQI
Muslim support
definitely a new cultural era!
","['Event', 'Public event', 'Parade', 'Festival', 'Protest', 'Social work', 'Carnival', 'Demonstration', 'Smile', 'Costume']","['Person', 'Sunglasses', 'Person', 'Person', 'Person', 'Person', 'Hat']",mete a muslim supporting definitely a new cultural era,1,2
107,175,75823.png,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,"lisa page: obama doj ordered
bi not to prosecute hillary chifon
why is the mainstream media
ignoring this bombshell
","['Facial expression', 'People', 'Photo caption', 'Human', 'Photography', 'Smile', 'Media', 'Selfie']","['Person', 'Top', 'Person', 'Person', 'Glasses', 'Flag', 'Person', 'Person', 'Clothing']",lisa paged obama do j ordered bi not to prosecute hillary chi f on why is the mainstreaming media ignoring this bombshell,1,5
108,176,84072.png,0,when you're fucking but wanna make sure he's not stealing anything,"whenyoure:tucking
butwanna make stre he's
---not stealing anything---
","['Cartoon', 'Line art', 'Illustration', 'Art', 'Fictional character', 'Black-and-white', 'Monochrome']","['Animal', 'Person', 'Animal', 'Poster', 'Glasses']",when your re tuck but wan na make st re he is not stealing anything,0,5
109,181,02691.png,0,teaching them how to hunt young,"teaching them how to hunt young
","['Forehead', 'Moustache', 'Human', 'Facial hair', 'Cool', 'Adaptation', 'Photography', 'Beard', 'Photo caption', 'Smile']","['Person', 'Top', 'Top']",teaching them how to hunt young,0,4
110,183,16098.png,0,when you find out who's been eating your leftovers,"when you find out
who's been eating your leftovers
","['Flip (acrobatic)', 'Balance', 'Photography', 'Adaptation', 'Stock photography', 'Black-and-white', 'Photo caption', 'Calisthenics', 'Happy']","['Person', 'Person', 'Clothing', 'Person', 'Footwear']",when you find out who is been eating your leftovers,1,5
111,185,14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"it's a proven fact
marines
islamic radicals are less prone to violent
acts after they've been shot in the head
","['People', 'Social group', 'Team', 'Troop', 'Photo caption', 'Crew', 'Font', 'History', 'Crowd']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",it aha a proven fact marine islamic radicals are le prone to violent acts after they have been shot in the head,1,2
112,186,81734.png,0,when instincts take over,"when instincts
take over
रागा
","['Spider-man', 'Superhero', 'Fictional character', 'Hero']","['Person', 'Shoe']",when instincts takes over,0,5
113,187,04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto","when you make a meme using a different language
that everyone can still understand: no es mucho, pero es trabajo
","['Text', 'Forehead', 'Chin', 'Human', 'Cheek', 'Adaptation', 'Organism', 'Photo caption', 'Font', 'Photography']","['Person', 'Outerwear']",when you make a meme using a different language that everyone can still understand no more o per o est a aba jo,1,3
114,188,08593.png,1,18 years later,"18 years later
","['Horse', 'Friendship', 'Horse supplies', 'Outerwear', 'Shoulder', 'Joint', 'Mare', 'Landscape', 'Stock photography', 'Pony']","['Horse', 'Person', 'Person', 'Top', 'Dress']",years later,1,5
115,191,39601.png,0,welcome refugees to poland's newest 5 star hotel,"welcome refugees to poland's newest 5 star hotel
","['Daytime', 'Sky', 'Metropolitan area', 'Landmark', 'Human settlement', 'City', 'Property', 'Real estate', 'Metropolis', 'Swimming pool']","['Person', 'Person', 'Building', 'Person', 'Building', 'Building', 'Building', 'Building']",welcomed refugees to poland a new star hotel,1,4
116,192,12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,"i date crazy bikers with beards
cause once you ride a beard and a harley
you don't go back
","['Facial hair', 'Beard', 'Hair', 'Moustache', 'Muscle', 'Photo caption']","['Person', 'Bracelet', 'Hat']",i dating crazy bikers with beards because once you ride a beards and a harley you do not go back,1,5
117,195,19036.png,0,infamous,"infamous
","['Forehead', 'Facial expression', 'Photo caption', 'Chin', 'Nose', 'Internet meme', 'Wrinkle', 'Photography', 'Elder', 'Smile']","['Tie', 'Person']",infamous,0,5
118,196,34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","gee,i'd like to
suicide bomb the.crap
out of that church,
buti got a thing at 5
Couldn't
abdul do it?
","['Text', 'Font', 'Photo caption', 'Photography', 'Moustache', 'Advertising', 'Beard']","['Hat', 'Person', 'Clothing']",gee i would like to suicided bomb the crap out of that church but i got the thing at could not abdul do it,1,2
119,198,81579.png,0,the look your women gives you when you can't finsh the job,"the look your women gives you
when you can't finsh the job
","['Wheelchair', 'Photo caption', 'Disabled sports', 'Fun', 'Vehicle', 'Wheelchair sports']","['Wheelchair', 'Person', 'Person', 'Wheel', 'Shorts', 'Person', 'Luggage & bags']",the look your women gives you when you can not fin the a job,1,5
120,199,80247.png,0,the pimp hand strong enough for man but made for teaching,"the pimp hand
strong enough for man
but made
for teaching
","['Canidae', 'Dog', 'Photo caption', 'Dog breed', 'Whippet', 'Snout', 'Adaptation', 'Street dog', 'Carnivore', 'Companion dog']","['Cat', 'Dog']",the pimping hand strong enough for men but made for teaching,1,5
121,201,02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,"real friendship is sending thema link to
something terrible so you can both be
traumatised at the same time
SUP
Nov
TV
NOW
i torture all my friends. it's how i show love.
","['Face', 'Hair', 'Chin', 'Forehead', 'Nose', 'Facial hair', 'Head', 'Eyebrow', 'Cheek', 'Moustache']","['Clothing', 'Person']",reis friendship is sending them a link to something terrible so you can both be traumatised at the same time sup nov now i torture all my friends it is how i show love,1,5
122,203,13857.png,0,this is why we shoot you guys,"this is why we shoot you guys
","['Motor vehicle', 'Vehicle', 'Car', 'Workwear', 'Official', 'Police', 'Job', 'Automotive exterior', 'Police officer', 'Minivan']","['Outerwear', 'Person', 'Car']",this is why we shot you guys,0,5
